Open time,Open,High,Low,Close
1608642000000.0,1.2613821565992978,7.3117556764268254,1.2613821565992978,3.2001255786489113
1608645600000.0,3.189871357726627,4.218864096413555,2.4756888697317874,3.6314898915949962
1608649200000.0,3.6398418440910185,4.372855406288158,3.0199079054066518,3.1738870134583674
1608652800000.0,3.083870649269505,3.260032810536282,2.5417924542080956,2.581025653291239
1608656400000.0,2.5695755995203955,3.1404881571457266,2.4056838463417964,2.6933366844293567
1608660000000.0,2.699892526043082,4.0726130919594885,2.615532350755248,3.8056558351081913
1608663600000.0,3.7283474210843717,5.211995511403678,2.588163799628337,2.6936864209975355
1608667200000.0,2.7393914811699323,3.395664060428932,2.6417493548808126,2.7314504611675043
1608670800000.0,2.714212687319455,3.0696774574266494,2.3482663984616825,2.4886738903189056
1608674400000.0,2.3971935632413732,2.9546287914004883,2.098699897574411,2.53067085807854
1608678000000.0,2.5079012170669346,2.576634378421664,2.227440997461844,2.291620139072863
1608681600000.0,2.2926804680542068,2.519404085771936,2.0119214968300168,2.289943376235047
1608685200000.0,2.308749873733515,2.6034774916935217,2.153612292581234,2.1771266562926637
1608688800000.0,2.1800678843440138,2.6114435006280248,2.15939564258023,2.3212151111274157
1608692400000.0,2.316912348797482,2.4944082456243164,2.1659524958987366,2.1788408537683837
1608696000000.0,2.163585761920484,2.3535619743505167,2.107841178087113,2.1776724777188248
1608699600000.0,2.1612356774945694,2.2675803992443364,2.15019110734269,2.164618813807921
1608703200000.0,2.1588609342409444,2.184836663445818,2.083409842858346,2.112185875061946
1608706800000.0,2.1375235126042353,2.1375235126042353,2.0972432839947555,2.133573802333093
1608710400000.0,2.1119317213356856,2.12616897436381,2.0860511989734527,2.12616897436381
1608714000000.0,2.124048845659985,2.1694088448660986,2.112127905444875,2.134090238993073
1608717600000.0,2.109451661068667,2.1219713326664884,2.0967558806953086,2.112474669749491
1608721200000.0,2.073028511126615,2.073028511126615,2.000653727953229,2.00415291217879
1608724800000.0,1.987680004896059,1.9963264013217004,1.9806156276144449,1.9808162774553884
1608728400000.0,1.9633544807991006,1.9655618924685738,1.897042549723195,1.9088611670635494
1608732000000.0,1.885154982326279,2.005722239467189,1.8764486231684994,1.9938960821476464
1608735600000.0,2.000306521844878,2.389911833900412,2.000306521844878,2.1548562994708735
1608739200000.0,2.135637101097252,2.1426149887753607,2.0707292630811494,2.087668261100652
1608742800000.0,2.085591679776012,2.099248967153385,2.051918278571462,2.067701512737297
1608746400000.0,2.073702166646484,2.1169733031332,2.073702166646484,2.1158181800693145
1608750000000.0,2.1033770091151216,2.160523768140743,2.07220369573071,2.1210618402787187
1608753600000.0,2.1149111016995743,2.1455638738279954,2.1094208826516647,2.1450355856099352
1608757200000.0,2.156524870646563,2.179043780550652,2.150471451900013,2.1712750691138907
1608760800000.0,2.1638454759815113,2.2300209992180147,2.1616755013008864,2.216122363159574
1608764400000.0,2.2236903723728747,2.2861761516482946,2.2120162136398993,2.252139788041487
1608768000000.0,2.253352380063366,2.2589836778875005,2.2196316419929962,2.2420805119506446
1608771600000.0,2.2533309900738363,2.2889138256438653,2.248919273789326,2.287487496180062
1608775200000.0,2.3008940217940763,2.3188106680342977,2.2927267703005656,2.307256129521278
1608778800000.0,2.330203285859808,2.598673401476801,2.317674268341647,2.5839447423066697
1608782400000.0,2.5851506714250156,2.6003403331660255,2.48288488504818,2.483447015222548
1608786000000.0,2.483421557474531,2.495183625450396,2.3046397025580463,2.338008409386791
1608789600000.0,2.3361980216143463,2.4933912068854673,2.3355316603720726,2.445333767712966
1608793200000.0,2.4766461225064553,2.536462295349161,2.4575770396098355,2.4954085360371616
1608796800000.0,2.495442446513016,2.495442446513016,2.454928233076512,2.4697605120843367
1608800400000.0,2.4911431658214926,2.5031231144392576,2.4734887857049697,2.4734887857049697
1608804000000.0,2.497304746249537,2.6350007425321755,2.4832748804277367,2.6192336445682542
1608807600000.0,2.658294499413212,2.852717345177663,2.6024591687001593,2.697294457219872
1608811200000.0,2.6860593423514443,2.700600505863037,2.5745352155283308,2.5746791918448855
1608814800000.0,2.5821407619484744,2.6971431839896574,2.5748193261499632,2.666219950365478
1608818400000.0,2.6597175928133043,2.674527315409874,2.5842121376359786,2.5842121376359786
1608822000000.0,2.5838586596088837,2.595983139452322,2.5230617680742675,2.5230617680742675
1608825600000.0,2.516154733181836,2.516154733181836,2.352083763265878,2.3521304173210957
1608829200000.0,2.35300218675608,2.3862647010729017,2.3404296756166727,2.3628302745376932
1608832800000.0,2.358364212217167,2.3924922667749997,2.3551178608445644,2.361235893041878
1608836400000.0,2.387904735244577,2.402608012356101,2.2638693065210265,2.2682621008196278
1608840000000.0,2.261104209458622,2.35096500401376,2.259849102147464,2.2997738789609348
1608843600000.0,2.309120637329496,2.3991718741322052,2.3082745245709178,2.3832866349526003
1608847200000.0,2.4000266027223836,2.5183653988390136,2.3993403226624976,2.4965919217681214
1608850800000.0,2.5253656188701017,2.571495805771325,2.4965350661290375,2.4965350661290375
1608854400000.0,2.4983311991434687,2.5113048144947365,2.4724316704840796,2.4724316704840796
1608858000000.0,2.4885810369145274,2.5040584476252623,2.4285634529261992,2.4310241721258086
1608861600000.0,2.4703977787488127,2.486734847117255,2.4631749902687066,2.4631749902687066
1608865200000.0,2.397099181971558,2.4117437018663885,2.2718957058635985,2.2729745453292103
1608868800000.0,2.2577441042280526,2.2577441042280526,2.212138911271368,2.212481245565063
1608872400000.0,2.2081972191795654,2.2551422047817833,2.207877205241917,2.2407820052643252
1608876000000.0,2.2515092621363877,2.2712403699616432,2.239855360296307,2.239855360296307
1608879600000.0,2.2461168715595736,2.278158364118404,2.2461168715595736,2.2774743917093647
1608883200000.0,2.278045152614099,2.291885536416261,2.2734687801799276,2.2734687801799276
1608886800000.0,2.2848618594495744,2.314606829596356,2.2848146921766785,2.300811908181372
1608890400000.0,2.293697590434143,2.3040104987368304,2.279325450255543,2.293967158300961
1608894000000.0,2.2888335378887943,2.2995266102646896,2.275461483061748,2.283827401435459
1608897600000.0,2.296038086350125,2.3081632999759036,2.254904230605077,2.2577363205867145
1608901200000.0,2.2878079801454736,2.2878079801454736,2.237031380503401,2.237031380503401
1608904800000.0,2.244949995700943,2.2568322482658454,2.218080923738769,2.218766865401055
1608908400000.0,2.2174778152873884,2.2297562669049023,2.2093237973371376,2.2230789586523723
1608912000000.0,2.2202225587409155,2.2303821861261044,2.168143390718127,2.168143390718127
1608915600000.0,2.1738660533778487,2.1869712617960624,2.1346522146969855,2.1346522146969855
1608919200000.0,2.120772567402115,2.133394301874561,2.10432955360314,2.119509882572873
1608922800000.0,2.1128686996158472,2.1154955804614803,2.0623441911047644,2.0623441911047644
1608926400000.0,2.0550058012119594,2.0689157491793426,2.0273085539069613,2.0558195224853004
1608930000000.0,2.0565811708553543,2.0651991364552273,2.0382347077962537,2.0382347077962537
1608933600000.0,2.0422438891353574,2.0637403781898214,2.0043471945898133,2.0306890477978428
1608937200000.0,2.0079840144640215,2.0079840144640215,1.920146485076222,1.920146485076222
